video,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,target,Data,target_p001,target_p002,target_p003,target_p001_10,target_p002_10,target_p003_10
HVC3221,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.2777777777777778,0.0,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.07777777777777778,0.03333333333333333,0.011111111111111113,0.0,0.1111111111111111,0.0,0.011111111111111113,0.011111111111111113,0.03333333333333333,0.0,0.0,0.16666666666666666,0.0,0.022222222222222227,0.0,0.0,0.03333333333333333,0.0,0.07777777777777778,0,TRAIN,Other,Other,Other,0,0,0
HVC4502,0.0,0.16666666666666666,0.07777777777777778,0.011111111111111113,0.0,0.0,0.05555555555555555,0.04444444444444445,0.05555555555555555,0.0,0.0,0.0,0.011111111111111113,0.0,0.04444444444444445,0.011111111111111113,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.022222222222222227,0.03333333333333333,0.0,0.011111111111111113,0.04444444444444445,0.011111111111111113,0.0,0.0,0.011111111111111113,0.03333333333333333,0.011111111111111113,0.011111111111111113,0.0,0.0,0.06666666666666668,0.05555555555555555,0.03333333333333333,0.04444444444444445,0.0,0.04444444444444445,0.011111111111111113,0.011111111111111113,0.0,0.0,0.04444444444444445,0.0,0.011111111111111113,0,TRAIN,Other,Other,Other,0,0,0
HVC5932,0.0,0.022222222222222227,0.0,0.022222222222222227,0.0,0.0,0.0,0.06666666666666668,0.0,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.1,0.0,0.0,0.011111111111111113,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.03333333333333333,0.0,0.011111111111111113,0.0,0.0,0.04444444444444445,0.0,0.011111111111111113,0,TRAIN,Other,Other,Other,0,0,0
HVC3574,0.0,0.17073170731707318,0.12195121951219512,0.024390243902439025,0.0,0.0,0.0,0.024390243902439025,0.04878048780487805,0.0,0.0,0.0,0.0,0.07317073170731707,0.0,0.04878048780487805,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.04878048780487805,0.0,0.04878048780487805,0.0,0.024390243902439025,0.0,0.0,0.024390243902439025,0.024390243902439025,0.0,0.0975609756097561,0.14634146341463414,0.0,0,TRAIN,Other,Other,Other,0,0,0
HVC3581,0.0,0.022222222222222227,0.03333333333333333,0.0,0.0,0.0,0.0,0.022222222222222227,0.06666666666666668,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.022222222222222227,0.022222222222222227,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.011111111111111113,0.022222222222222227,0.16666666666666666,0.011111111111111113,0.05555555555555555,0.0,0.022222222222222227,0.022222222222222227,0.03333333333333333,0.15555555555555556,0.0,0.022222222222222227,0.0,0.022222222222222227,0.0,0.0,0.1,0.07777777777777778,0.022222222222222227,0,TRAIN,Other,Other,Other,0,0,0
HVC1606,0.0,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,P002,TRAIN,Other,P002,Other,0,1,0
HVC3539,0.0,0.1276595744680851,0.0851063829787234,0.0,0.0,0.0,0.0,0.02127659574468085,0.1276595744680851,0.0,0.0,0.0,0.0,0.0851063829787234,0.0425531914893617,0.0425531914893617,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.02127659574468085,0.0425531914893617,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.02127659574468085,0.0,0.0,0.02127659574468085,0.06382978723404255,0.02127659574468085,0.0425531914893617,0.0425531914893617,0.02127659574468085,0.0,0.02127659574468085,0.0,0.0,0.0,0.0425531914893617,0.0,0,TRAIN,Other,Other,Other,0,0,0
HVC2861,0.0,0.042857142857142864,0.0,0.0,0.0,0.0,0.0,0.057142857142857134,0.014285714285714284,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.014285714285714284,0.0,0.014285714285714284,0.2571428571428571,0.0,0.0,0.0,0.0,0.11428571428571427,0.0,0.0,0.028571428571428567,0.0,0.028571428571428567,0.0,0.0,0.028571428571428567,0.014285714285714284,0.042857142857142864,0.0,0.028571428571428567,0.0,0.0,0.0,0.028571428571428567,0.028571428571428567,0.0,0.0,0.014285714285714284,0.1,0.0,0.0,0.07142857142857142,0.0,0.0,0,TRAIN,Other,Other,Other,0,0,0
HVC3166,0.0,0.1,0.03333333333333333,0.05555555555555555,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.011111111111111113,0.022222222222222227,0.0,0.0,0.0,0.0,0.022222222222222227,0.0,0.1,0.0,0.0,0.0,0.1111111111111111,0.0,0.011111111111111113,0.04444444444444445,0.011111111111111113,0.0,0.0,0.05555555555555555,0.011111111111111113,0.022222222222222227,0.0,0.011111111111111113,0.0,0.03333333333333333,0.011111111111111113,0.0,0.011111111111111113,0.04444444444444445,0.022222222222222227,0.0,0.03333333333333333,0.011111111111111113,0.0,0.022222222222222227,0.14444444444444446,0.011111111111111113,0,TRAIN,Other,Other,Other,0,0,0
HVC5952,0.0,0.17777777777777778,0.011111111111111113,0.04444444444444445,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.022222222222222227,0.03333333333333333,0.04444444444444445,0.05555555555555555,0.0,0.0,0.12222222222222222,0.0,0.03333333333333333,0.0,0.0,0.05555555555555555,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.05555555555555555,0.011111111111111113,0.05555555555555555,0.011111111111111113,0.0,0.022222222222222227,0.011111111111111113,0.0,0.12222222222222222,0.04444444444444445,0.0,0,TRAIN,Other,Other,Other,0,0,0
HVC6002,0.0,0.05555555555555555,0.0,0.013888888888888888,0.0,0.0,0.0,0.06944444444444445,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.013888888888888888,0.125,0.013888888888888888,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.04166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888,0.06944444444444445,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.04166666666666666,0.09722222222222222,0.013888888888888888,0.05555555555555555,0.013888888888888888,0.027777777777777776,0.013888888888888888,0.0,0.06944444444444445,0.06944444444444445,0.04166666666666666,0,TRAIN,Other,Other,Other,0,0,0
HVC3807,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.0,0.03333333333333333,0.022222222222222227,0.0,0.0,0.0,0.011111111111111113,0.022222222222222227,0.011111111111111113,0.05555555555555555,0.0,0.011111111111111113,0.04444444444444445,0.0,0.07777777777777778,0.0,0.0,0.011111111111111113,0.011111111111111113,0.0,0.0,0.05555555555555555,0.011111111111111113,0.0,0.0,0.04444444444444445,0.04444444444444445,0.03333333333333333,0.011111111111111113,0.1111111111111111,0.0,0.05555555555555555,0.022222222222222227,0.03333333333333333,0.06666666666666668,0.011111111111111113,0.011111111111111113,0.022222222222222227,0.03333333333333333,0.0,0.0,0.0,0.022222222222222227,0.07777777777777778,0,TRAIN,Other,Other,Other,0,0,0
HVC4154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.015151515151515154,0.0,0.0,0.0,0.12121212121212123,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515154,0.07575757575757576,0.015151515151515154,0.015151515151515154,0.045454545454545456,0.0,0.09090909090909093,0.0,0.015151515151515154,0.0,0.10606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4393939393939394,0,TRAIN,Other,Other,Other,0,0,0
HVC3653,0.0,0.04444444444444445,0.0,0.0,0.0,0.0,0.0,0.022222222222222227,0.15555555555555556,0.0,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.022222222222222227,0.17777777777777778,0.0,0.0,0.0,0.0,0.04444444444444445,0.011111111111111113,0.0,0.0,0.03333333333333333,0.022222222222222227,0.0,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.011111111111111113,0.0,0.1,0.011111111111111113,0.0,0.022222222222222227,0.0,0.03333333333333333,0.0,0.011111111111111113,0.0,0.0,0.022222222222222227,0.2111111111111111,0.0,0,TRAIN,Other,Other,Other,0,0,0
HVC3483,0.0,0.11494252873563217,0.02298850574712644,0.06896551724137931,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.03448275862068965,0.0,0.057471264367816084,0.08045977011494253,0.0,0.0,0.045977011494252866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02298850574712644,0.03448275862068965,0.0,0.0,0.02298850574712644,0.02298850574712644,0.0,0.011494252873563218,0.011494252873563218,0.0,0.02298850574712644,0.0,0.03448275862068965,0.03448275862068965,0.09195402298850576,0.0,0.011494252873563218,0.03448275862068965,0.0,0.0,0.06896551724137931,0.08045977011494253,0.0,0,TRAIN,Other,Other,Other,0,0,0
HVC3068,0.0,0.0,0.0,0.08888888888888889,0.0,0.0,0.0,0.06666666666666668,0.011111111111111113,0.0,0.0,0.0,0.011111111111111113,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666668,0.17777777777777778,0.1,0.022222222222222227,0.03333333333333333,0.0,0.0,0.022222222222222227,0.1,0.05555555555555555,0.0,0.07777777777777778,0.0,0.04444444444444445,0.0,0.0,0.03333333333333333,0.022222222222222227,0.04444444444444445,P003,TRAIN,Other,Other,P003,0,0,1
HVC6093,0.0,0.037037037037037035,0.2222222222222222,0.07407407407407407,0.0,0.0,0.0,0.07407407407407407,0.037037037037037035,0.0,0.0,0.0,0.037037037037037035,0.0,0.07407407407407407,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.1111111111111111,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.037037037037037035,0.0,0,TRAIN,Other,Other,Other,0,0,0
HVC1617,0.0,0.030303030303030307,0.030303030303030307,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.015151515151515154,0.045454545454545456,0.015151515151515154,0.015151515151515154,0.0,0.015151515151515154,0.18181818181818185,0.0,0.0,0.0,0.0,0.030303030303030307,0.015151515151515154,0.0,0.015151515151515154,0.015151515151515154,0.0,0.0,0.0,0.030303030303030307,0.0,0.0,0.030303030303030307,0.0,0.0,0.07575757575757576,0.015151515151515154,0.015151515151515154,0.0,0.09090909090909093,0.10606060606060606,0.0,0.0,0.0,0.0,0.030303030303030307,0.015151515151515154,0.030303030303030307,P002,TRAIN,Other,P002,Other,0,1,0
HVC3761,0.0,0.0,0.05555555555555555,0.022222222222222227,0.0,0.0,0.0,0.011111111111111113,0.04444444444444445,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.011111111111111113,0.06666666666666668,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.0,0.04444444444444445,0.1111111111111111,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.04444444444444445,0.08888888888888889,0.011111111111111113,0.0,0.04444444444444445,0.0,0.022222222222222227,0.022222222222222227,0.04444444444444445,0.011111111111111113,0.0,0.011111111111111113,0.011111111111111113,0.04444444444444445,0.0,0.0,0.03333333333333333,0.05555555555555555,0.13333333333333333,0,TRAIN,Other,Other,Other,0,0,0
HVC1109,0.0,0.0,0.9111111111111112,0.0,0.0,0.0,0.0,0.0,0.06666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P001,TRAIN,P001,Other,Other,1,0,0
HVC6170,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666666666666,0.04166666666666666,0.0,0.0,0.0,0.0,0.20833333333333331,0.0,0.0,0.0,0.0,0.0,0.04166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666666666666,0.0,0.125,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.04166666666666666,0.0,0.0,0.04166666666666666,0.08333333333333333,0.0,0,TRAIN,Other,Other,Other,0,0,0
HVC1087,0.0,0.08888888888888889,0.0,0.04444444444444445,0.0,0.0,0.0,0.04444444444444445,0.022222222222222227,0.0,0.0,0.0,0.022222222222222227,0.03333333333333333,0.1111111111111111,0.04444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.011111111111111113,0.022222222222222227,0.0,0.0,0.0,0.011111111111111113,0.06666666666666668,0.022222222222222227,0.0,0.011111111111111113,0.0,0.0,0.16666666666666666,0.14444444444444446,0.022222222222222227,0.011111111111111113,0.011111111111111113,0.0,0.011111111111111113,0.0,0.0,0.05555555555555555,0.0,0.0,0,TRAIN,Other,Other,Other,0,0,0
HVC3023,0.0,0.022222222222222227,0.1111111111111111,0.011111111111111113,0.0,0.0,0.0,0.022222222222222227,0.05555555555555555,0.0,0.0,0.0,0.03333333333333333,0.0,0.07777777777777778,0.022222222222222227,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.06666666666666668,0.0,0.0,0.0,0.022222222222222227,0.022222222222222227,0.0,0.0,0.022222222222222227,0.03333333333333333,0.08888888888888889,0.0,0.03333333333333333,0.0,0.04444444444444445,0.04444444444444445,0.1,0.03333333333333333,0.0,0.03333333333333333,0.011111111111111113,0.05555555555555555,0.0,0.0,0.0,0.0,0.022222222222222227,0,TRAIN,Other,Other,Other,0,0,0
HVC2621,0.0,0.1,0.04444444444444445,0.18888888888888888,0.0,0.0,0.0,0.03333333333333333,0.011111111111111113,0.0,0.0,0.0,0.011111111111111113,0.03333333333333333,0.0,0.05555555555555555,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.03333333333333333,0.011111111111111113,0.011111111111111113,0.011111111111111113,0.011111111111111113,0.0,0.07777777777777778,0.022222222222222227,0.2,0.0,0.022222222222222227,0.0,0.0,0.022222222222222227,0.022222222222222227,0.0,0.022222222222222227,0.011111111111111113,0.0,0,TRAIN,Other,Other,Other,0,0,0
HVC3028,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.027777777777777776,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.16666666666666666,0.0,0.05555555555555555,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.0,0,TRAIN,Other,Other,Other,0,0,0
HVC4579,0.0,0.0449438202247191,0.02247191011235955,0.02247191011235955,0.0,0.0,0.0,0.033707865168539325,0.06741573033707865,0.0,0.0,0.0,0.02247191011235955,0.011235955056179777,0.06741573033707865,0.0449438202247191,0.0,0.0,0.02247191011235955,0.0,0.0,0.0,0.0,0.0449438202247191,0.0,0.0,0.011235955056179777,0.0,0.0,0.0,0.0,0.0,0.06741573033707865,0.0898876404494382,0.0,0.02247191011235955,0.0,0.02247191011235955,0.10112359550561796,0.12359550561797752,0.033707865168539325,0.0,0.02247191011235955,0.0,0.02247191011235955,0.0,0.0,0.05617977528089888,0.011235955056179777,0.011235955056179777,0,TRAIN,Other,Other,Other,0,0,0
HVC6003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13157894736842105,0.10526315789473684,0.0,0.0,0.0,0.07894736842105263,0.0,0.07894736842105263,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.15789473684210525,0.10526315789473684,0.0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.0,0.0,0.02631578947368421,0.0,0.02631578947368421,0.0,0.0,0.05263157894736842,0.0,0.07894736842105263,0,TRAIN,Other,Other,Other,0,0,0
HVC5956,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.022222222222222227,0.0,0.13333333333333333,0.0,0.0,0.011111111111111113,0.06666666666666668,0.0,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.03333333333333333,0.011111111111111113,0.0,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.011111111111111113,0.011111111111111113,0.0,0.022222222222222227,0.06666666666666668,0.011111111111111113,0.07777777777777778,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.08888888888888889,0.08888888888888889,0.0,0,TRAIN,Other,Other,Other,0,0,0
HVC3730,0.0,0.011111111111111113,0.0,0.022222222222222227,0.0,0.0,0.0,0.07777777777777778,0.011111111111111113,0.0,0.0,0.0,0.05555555555555555,0.022222222222222227,0.011111111111111113,0.03333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.06666666666666668,0.011111111111111113,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.07777777777777778,0.0,0.022222222222222227,0.0,0.011111111111111113,0.0,0.022222222222222227,0.0,0.0,0.011111111111111113,0.05555555555555555,0.05555555555555555,0.0,0.04444444444444445,0.0,0.0,0.1111111111111111,0.06666666666666668,0.022222222222222227,0,TRAIN,Other,Other,Other,0,0,0
HVC4686,0.0,0.0,0.12195121951219512,0.024390243902439025,0.0,0.0,0.0,0.0,0.1097560975609756,0.0,0.0,0.0,0.07317073170731707,0.0,0.07317073170731707,0.012195121951219513,0.0,0.07317073170731707,0.07317073170731707,0.0,0.0,0.0,0.0,0.012195121951219513,0.03658536585365853,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.012195121951219513,0.0,0.012195121951219513,0.012195121951219513,0.0,0.024390243902439025,0.0,0.0,0.12195121951219512,0.0,0.024390243902439025,0.0,0.012195121951219513,0.0,0.0,0.04878048780487805,0.08536585365853659,0.012195121951219513,0,TRAIN,Other,Other,Other,0,0,0
HVC2690,0.0,0.2111111111111111,0.022222222222222227,0.03333333333333333,0.0,0.0,0.0,0.011111111111111113,0.06666666666666668,0.0,0.0,0.0,0.05555555555555555,0.0,0.03333333333333333,0.011111111111111113,0.0,0.05555555555555555,0.04444444444444445,0.0,0.0,0.0,0.0,0.04444444444444445,0.011111111111111113,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.03333333333333333,0.08888888888888889,0.022222222222222227,0.011111111111111113,0.0,0.0,0.011111111111111113,0.0,0.0,0.1,0.011111111111111113,0.011111111111111113,0,TRAIN,Other,Other,Other,0,0,0
